ID,URL,Handle,BLM,Juneteenth,Money,Company Leader Statement
1270800824277622785,https://twitter.com/Humana/status/1270800824277622785,Humana,False,False,False,False
1272550798543781891,https://twitter.com/Prudential/status/1272550798543781891,Prudential,False,False,False,True
1283451050133991425,https://twitter.com/Prudential/status/1283451050133991425,Prudential,False,False,False,True
1278083611258953729,https://twitter.com/Prudential/status/1278083611258953729,Prudential,False,False,False,True
1274035065291407363,https://twitter.com/Prudential/status/1274035065291407363,Prudential,False,True,False,True
1271592388960702468,https://twitter.com/Prudential/status/1271592388960702468,Prudential,False,False,False,True
1268862613783490562,https://twitter.com/Prudential/status/1268862613783490562,Prudential,False,False,False,False
1268982522911784960,https://twitter.com/ADMupdates/status/1268982522911784960,ADMupdates,False,False,True,False
1273993449759322112,https://twitter.com/Albertsons/status/1273993449759322112,Albertsons,False,True,False,False
1271600434986102784,https://twitter.com/Albertsons/status/1271600434986102784,Albertsons,False,False,True,True
1269041561045630976,https://twitter.com/Albertsons/status/1269041561045630976,Albertsons,False,False,False,True
1281997700108636160,https://twitter.com/syscofoodie/status/1281997700108636160,syscofoodie,False,False,False,False
1281658219836866564,https://twitter.com/syscofoodie/status/1281658219836866564,syscofoodie,False,False,False,False
1273983667279466502,https://twitter.com/Sysco/status/1273983667279466502,Sysco,False,True,False,False
1268270659131641856,https://twitter.com/Sysco/status/1268270659131641856,Sysco,False,False,False,False
1267931637297434625,https://twitter.com/Sysco/status/1267931637297434625,Sysco,False,False,False,False
1280630170622332928,https://twitter.com/GS10KSmallBiz/status/1280630170622332928,GS10KSmallBiz,False,False,False,False
1280622626961084417,https://twitter.com/GS10KSmallBiz/status/1280622626961084417,GS10KSmallBiz,False,False,False,False
1280615073040433152,https://twitter.com/GS10KSmallBiz/status/1280615073040433152,GS10KSmallBiz,False,False,False,False
1280607527193972743,https://twitter.com/GS10KSmallBiz/status/1280607527193972743,GS10KSmallBiz,False,False,False,False
1280599977400639488,https://twitter.com/GS10KSmallBiz/status/1280599977400639488,GS10KSmallBiz,False,False,False,False
1280592426097356801,https://twitter.com/GS10KSmallBiz/status/1280592426097356801,GS10KSmallBiz,False,False,False,False
1280577325751468032,https://twitter.com/GS10KSmallBiz/status/1280577325751468032,GS10KSmallBiz,False,False,False,False
1280537072521154566,https://twitter.com/GS10KSmallBiz/status/1280537072521154566,GS10KSmallBiz,False,False,False,False
1278478572462759936,https://twitter.com/GoldmanSachs/status/1278478572462759936,GoldmanSachs,False,False,False,False
1278357706227748864,https://twitter.com/GoldmanSachs/status/1278357706227748864,GoldmanSachs,False,False,True,False
1277746239505924101,https://twitter.com/GoldmanSachs/status/1277746239505924101,GoldmanSachs,False,False,False,False
1276998815946543106,https://twitter.com/GoldmanSachs/status/1276998815946543106,GoldmanSachs,False,False,False,False
1276643971251519488,https://twitter.com/GoldmanSachs/status/1276643971251519488,GoldmanSachs,False,False,False,False
1276228743237906432,https://twitter.com/GoldmanSachs/status/1276228743237906432,GoldmanSachs,False,False,False,False
1276169102902640640,https://twitter.com/GoldmanSachs/status/1276169102902640640,GoldmanSachs,False,True,False,True
1276138154010054656,https://twitter.com/GoldmanSachs/status/1276138154010054656,GoldmanSachs,False,False,False,False
1275941079901224961,https://twitter.com/GoldmanSachs/status/1275941079901224961,GoldmanSachs,False,False,False,False
